id,user_id,schedule,drinking,smoking,workout_freq,diet,pet_view,spending_view,saving_view,travel_pref,interests,personality,created_at,updated_at
1538,1538,early,occasionally,often,3+weekly,vegetarian,allergic,balanced,conservative,"[""museum"", ""island"", ""desert""]","[""coding"", ""basketball"", ""music"", ""football"", ""cooking""]",ESFJ,2025-06-16 11:18:51,2025-06-16 11:18:51
1539,1539,normal,often,occasionally,weekly,keto,allergic,balanced,conservative,"[""island"", ""mountain"", ""desert""]","[""photography"", ""coding""]",,2025-07-28 11:18:51,2025-07-28 11:18:51
1540,1540,early,never,never,daily,normal,love,balanced,balanced,"[""island""]","[""travel"", ""football"", ""yoga"", ""running"", ""basketball"", ""music""]",ESFJ,2025-08-07 11:18:51,2025-08-07 11:18:51
1541,1541,normal,never,often,weekly,halal,ok,balanced,conservative,"[""desert"", ""island""]","[""movie"", ""reading"", ""cooking"", ""yoga"", ""boardgame"", ""hiking""]",ISTP,2025-07-19 11:18:51,2025-07-19 11:18:51
1542,1542,late,occasionally,occasionally,weekly,vegetarian,allergic,frugal,aggressive,"[""island"", ""citywalk"", ""sea""]","[""football"", ""hiking""]",,2025-07-11 11:18:51,2025-07-11 11:18:51
1543,1543,normal,never,often,3+weekly,keto,allergic,luxury,balanced,"[""island"", ""museum""]","[""basketball"", ""yoga""]",ENFP,2025-07-30 11:18:51,2025-07-30 11:18:51
1544,1544,early,occasionally,often,daily,keto,ok,balanced,aggressive,"[""mountain""]","[""gaming"", ""photography"", ""cooking"", ""travel"", ""boardgame""]",INTJ,2025-07-06 11:18:51,2025-07-06 11:18:51
1545,1545,early,occasionally,often,none,normal,reject,luxury,aggressive,"[""sea"", ""museum""]","[""running"", ""reading"", ""boardgame"", ""football"", ""gaming""]",INTJ,2025-07-09 11:18:51,2025-07-09 11:18:51
1546,1546,late,never,occasionally,3+weekly,low_carb,allergic,luxury,conservative,"[""island"", ""citywalk""]","[""yoga"", ""reading""]",,2025-07-07 11:18:51,2025-07-07 11:18:51
1547,1547,late,often,often,3+weekly,keto,allergic,balanced,aggressive,"[""citywalk"", ""sea""]","[""yoga"", ""coding"", ""cooking"", ""gaming"", ""running""]",ISFJ,2025-07-17 11:18:51,2025-07-17 11:18:51
1548,1548,early,never,occasionally,none,keto,love,balanced,balanced,"[""citywalk""]","[""yoga"", ""reading""]",,2025-07-14 11:18:51,2025-07-14 11:18:51
1549,1549,late,never,occasionally,weekly,vegetarian,allergic,luxury,conservative,"[""museum"", ""citywalk"", ""roadtrip""]","[""photography"", ""travel"", ""cooking"", ""running"", ""reading"", ""movie""]",ISTP,2025-09-02 11:18:51,2025-09-02 11:18:51
1550,1550,late,occasionally,never,daily,keto,allergic,luxury,aggressive,"[""roadtrip"", ""sea"", ""citywalk""]","[""running"", ""movie""]",ESFJ,2025-07-04 11:18:51,2025-07-04 11:18:51
1551,1551,early,often,never,weekly,normal,reject,balanced,aggressive,"[""sea""]","[""photography"", ""basketball"", ""music"", ""movie"", ""football"", ""travel""]",ISTP,2025-07-04 11:18:51,2025-07-04 11:18:51
1552,1552,late,never,occasionally,daily,low_carb,reject,frugal,balanced,"[""roadtrip"", ""mountain"", ""museum""]","[""yoga"", ""coding"", ""football"", ""music""]",ENTP,2025-07-13 11:18:51,2025-07-13 11:18:51
1553,1553,late,never,occasionally,3+weekly,normal,allergic,luxury,balanced,"[""sea""]","[""running"", ""football"", ""hiking"", ""cooking""]",ENTP,2025-09-01 11:18:51,2025-09-01 11:18:51
1554,1554,normal,often,never,daily,vegetarian,love,frugal,conservative,"[""island"", ""museum"", ""sea""]","[""travel"", ""music"", ""boardgame""]",ISFJ,2025-06-29 11:18:51,2025-06-29 11:18:51
1555,1555,early,occasionally,occasionally,daily,halal,ok,balanced,aggressive,"[""mountain""]","[""yoga"", ""music"", ""hiking"", ""running""]",ISFJ,2025-08-07 11:18:51,2025-08-07 11:18:51
1556,1556,early,never,occasionally,weekly,low_carb,ok,frugal,balanced,"[""island"", ""sea""]","[""coding"", ""movie"", ""boardgame"", ""music"", ""reading"", ""photography""]",ESFJ,2025-08-07 11:18:51,2025-08-07 11:18:51
1557,1557,normal,occasionally,often,daily,normal,allergic,balanced,balanced,"[""mountain"", ""desert"", ""citywalk""]","[""cooking"", ""reading"", ""yoga"", ""gaming"", ""photography""]",ESFJ,2025-09-04 11:18:51,2025-09-04 11:18:51
1558,1558,normal,often,never,daily,vegan,reject,luxury,balanced,"[""museum"", ""mountain""]","[""travel"", ""movie"", ""boardgame"", ""running"", ""cooking"", ""reading""]",ESFJ,2025-08-15 11:18:51,2025-08-15 11:18:51
1559,1559,early,never,occasionally,daily,halal,ok,balanced,aggressive,"[""roadtrip""]","[""yoga"", ""boardgame"", ""gaming"", ""reading"", ""hiking"", ""movie""]",,2025-09-03 11:18:51,2025-09-03 11:18:51
1560,1560,early,never,often,daily,vegetarian,ok,frugal,aggressive,"[""roadtrip""]","[""cooking"", ""hiking"", ""football"", ""running"", ""boardgame"", ""music""]",ENTP,2025-08-06 11:18:51,2025-08-06 11:18:51
1561,1561,normal,never,never,none,low_carb,love,luxury,conservative,"[""sea""]","[""movie"", ""boardgame"", ""coding""]",ENFP,2025-08-11 11:18:51,2025-08-11 11:18:51
1562,1562,early,occasionally,occasionally,daily,vegetarian,love,luxury,conservative,"[""museum""]","[""basketball"", ""boardgame"", ""gaming""]",ISTP,2025-06-13 11:18:51,2025-06-13 11:18:51
1563,1563,normal,occasionally,never,weekly,low_carb,reject,luxury,aggressive,"[""citywalk""]","[""gaming"", ""football""]",ENTP,2025-08-11 11:18:51,2025-08-11 11:18:51
1564,1564,normal,often,occasionally,weekly,vegan,allergic,frugal,conservative,"[""roadtrip""]","[""hiking"", ""coding"", ""photography""]",ESFJ,2025-07-30 11:18:51,2025-07-30 11:18:51
1565,1565,late,occasionally,never,3+weekly,low_carb,ok,balanced,conservative,"[""mountain"", ""sea""]","[""gaming"", ""photography"", ""reading""]",,2025-07-03 11:18:51,2025-07-03 11:18:51
1566,1566,late,often,occasionally,weekly,halal,love,luxury,aggressive,"[""desert""]","[""coding"", ""movie"", ""basketball""]",,2025-07-11 11:18:51,2025-07-11 11:18:51
1567,1567,late,often,often,none,vegan,ok,balanced,balanced,"[""citywalk"", ""sea""]","[""coding"", ""yoga""]",ENFP,2025-08-04 11:18:51,2025-08-04 11:18:51
1568,1568,normal,never,never,weekly,normal,reject,luxury,aggressive,"[""desert"", ""sea""]","[""photography"", ""hiking"", ""yoga"", ""movie"", ""travel""]",ISFJ,2025-09-02 11:18:51,2025-09-02 11:18:51
1569,1569,late,often,occasionally,3+weekly,vegan,reject,balanced,conservative,"[""island""]","[""gaming"", ""running"", ""boardgame"", ""cooking"", ""travel""]",ISFJ,2025-09-03 11:18:51,2025-09-03 11:18:51
1570,1570,early,often,occasionally,daily,normal,reject,luxury,balanced,"[""roadtrip"", ""desert"", ""citywalk""]","[""music"", ""yoga"", ""football"", ""movie""]",ENTP,2025-07-31 11:18:51,2025-07-31 11:18:51
1571,1571,early,often,occasionally,3+weekly,vegetarian,allergic,luxury,aggressive,"[""island"", ""roadtrip"", ""sea""]","[""yoga"", ""boardgame""]",INTJ,2025-06-21 11:18:51,2025-06-21 11:18:51
1572,1572,normal,often,never,daily,halal,reject,luxury,conservative,"[""roadtrip""]","[""running"", ""photography"", ""music"", ""hiking""]",ISTP,2025-07-21 11:18:51,2025-07-21 11:18:51
1573,1573,early,often,occasionally,daily,keto,reject,frugal,balanced,"[""sea"", ""mountain""]","[""reading"", ""basketball""]",ESFJ,2025-08-24 11:18:51,2025-08-24 11:18:51
1574,1574,early,occasionally,never,3+weekly,vegan,love,balanced,balanced,"[""museum"", ""island"", ""mountain""]","[""coding"", ""travel"", ""movie"", ""gaming""]",ENTP,2025-08-09 11:18:51,2025-08-09 11:18:51
1575,1575,normal,often,occasionally,none,normal,love,luxury,aggressive,"[""mountain"", ""citywalk"", ""museum""]","[""cooking"", ""football"", ""photography"", ""coding"", ""movie"", ""yoga""]",INTJ,2025-08-08 11:18:51,2025-08-08 11:18:51
1576,1576,normal,never,never,weekly,vegan,allergic,frugal,balanced,"[""sea"", ""roadtrip""]","[""football"", ""coding"", ""reading"", ""travel"", ""hiking""]",ENFP,2025-07-26 11:18:51,2025-07-26 11:18:51
1577,1577,late,never,often,daily,keto,allergic,luxury,aggressive,"[""museum"", ""sea"", ""roadtrip""]","[""boardgame"", ""running"", ""cooking""]",ENFP,2025-06-29 11:18:51,2025-06-29 11:18:51
1578,1578,late,occasionally,never,3+weekly,keto,allergic,frugal,aggressive,"[""desert""]","[""running"", ""football"", ""reading"", ""music"", ""photography""]",,2025-06-25 11:18:51,2025-06-25 11:18:51
1579,1579,normal,often,never,3+weekly,low_carb,ok,balanced,balanced,"[""museum""]","[""hiking"", ""cooking""]",INTJ,2025-07-01 11:18:51,2025-07-01 11:18:51
1580,1580,early,never,occasionally,3+weekly,normal,reject,balanced,balanced,"[""sea""]","[""cooking"", ""photography"", ""running"", ""yoga""]",ENFP,2025-09-04 11:18:51,2025-09-04 11:18:51
1581,1581,late,never,never,weekly,keto,ok,luxury,conservative,"[""island"", ""sea"", ""citywalk""]","[""photography"", ""yoga"", ""coding"", ""gaming"", ""music"", ""running""]",,2025-07-19 11:18:51,2025-07-19 11:18:51
1582,1582,early,occasionally,often,weekly,low_carb,ok,luxury,aggressive,"[""citywalk"", ""desert"", ""museum""]","[""music"", ""photography"", ""cooking"", ""gaming""]",ESFJ,2025-06-20 11:18:51,2025-06-20 11:18:51
1583,1583,normal,often,never,daily,low_carb,ok,balanced,conservative,"[""desert"", ""citywalk"", ""island""]","[""reading"", ""coding"", ""yoga"", ""music"", ""running""]",ESFJ,2025-07-14 11:18:51,2025-07-14 11:18:51
1584,1584,normal,never,never,daily,normal,ok,luxury,balanced,"[""sea""]","[""movie"", ""music"", ""reading"", ""boardgame"", ""travel""]",ENTP,2025-06-27 11:18:51,2025-06-27 11:18:51
1585,1585,early,never,never,daily,vegan,love,balanced,conservative,"[""museum"", ""mountain""]","[""basketball"", ""reading"", ""running"", ""travel"", ""boardgame"", ""coding""]",ENTP,2025-08-26 11:18:51,2025-08-26 11:18:51
1586,1586,early,never,occasionally,3+weekly,vegan,ok,balanced,balanced,"[""citywalk"", ""museum"", ""roadtrip""]","[""gaming"", ""photography"", ""hiking"", ""travel"", ""reading"", ""boardgame""]",,2025-08-03 11:18:51,2025-08-03 11:18:51
1587,1587,normal,never,often,weekly,vegan,reject,frugal,conservative,"[""citywalk""]","[""basketball"", ""running"", ""photography""]",INTJ,2025-07-30 11:18:51,2025-07-30 11:18:51
1588,1588,early,never,occasionally,3+weekly,halal,allergic,frugal,aggressive,"[""mountain"", ""museum""]","[""photography"", ""hiking"", ""cooking"", ""football""]",,2025-06-29 11:18:51,2025-06-29 11:18:51
1589,1589,normal,occasionally,never,weekly,normal,ok,frugal,conservative,"[""museum""]","[""football"", ""basketball""]",ISFJ,2025-07-14 11:18:51,2025-07-14 11:18:51
1590,1590,late,never,often,daily,normal,allergic,frugal,aggressive,"[""sea"", ""museum""]","[""yoga"", ""coding"", ""cooking"", ""reading""]",ENFP,2025-07-03 11:18:51,2025-07-03 11:18:51
1591,1591,late,often,never,3+weekly,normal,allergic,balanced,aggressive,"[""mountain"", ""museum""]","[""basketball"", ""reading""]",ENFP,2025-07-19 11:18:51,2025-07-19 11:18:51
1592,1592,late,occasionally,occasionally,daily,halal,reject,luxury,aggressive,"[""mountain"", ""island""]","[""music"", ""reading"", ""cooking"", ""basketball"", ""football""]",,2025-08-22 11:18:51,2025-08-22 11:18:51
1593,1593,late,occasionally,occasionally,weekly,vegetarian,love,luxury,balanced,"[""citywalk"", ""desert"", ""roadtrip""]","[""running"", ""music"", ""hiking"", ""coding"", ""travel""]",ESFJ,2025-06-12 11:18:51,2025-06-12 11:18:51
1594,1594,normal,occasionally,occasionally,weekly,normal,allergic,luxury,aggressive,"[""museum""]","[""movie"", ""coding"", ""football"", ""cooking""]",ENFP,2025-08-26 11:18:51,2025-08-26 11:18:51
1595,1595,early,occasionally,occasionally,weekly,halal,allergic,luxury,conservative,"[""roadtrip"", ""citywalk"", ""mountain""]","[""movie"", ""travel"", ""basketball""]",ISTP,2025-07-26 11:18:51,2025-07-26 11:18:51
1596,1596,late,often,never,none,normal,reject,luxury,balanced,"[""island"", ""mountain"", ""sea""]","[""boardgame"", ""basketball"", ""cooking"", ""coding""]",ISFJ,2025-07-16 11:18:51,2025-07-16 11:18:51
1597,1597,late,often,occasionally,weekly,vegan,allergic,luxury,balanced,"[""roadtrip"", ""mountain"", ""museum""]","[""hiking"", ""yoga"", ""gaming"", ""reading"", ""football""]",ISTP,2025-09-09 11:18:51,2025-09-09 11:18:51
1598,1598,late,never,occasionally,daily,keto,love,luxury,aggressive,"[""desert"", ""roadtrip"", ""citywalk""]","[""music"", ""football"", ""reading"", ""yoga""]",ENTP,2025-07-05 11:18:51,2025-07-05 11:18:51
1599,1599,normal,occasionally,never,none,keto,reject,balanced,aggressive,"[""sea"", ""citywalk""]","[""coding"", ""hiking"", ""yoga"", ""cooking"", ""reading"", ""travel""]",ISTP,2025-08-11 11:18:51,2025-08-11 11:18:51
1600,1600,late,occasionally,occasionally,daily,keto,love,frugal,aggressive,"[""museum""]","[""gaming"", ""running"", ""music""]",ENTP,2025-08-08 11:18:51,2025-08-08 11:18:51
1601,1601,late,never,occasionally,3+weekly,vegan,reject,luxury,balanced,"[""island"", ""roadtrip""]","[""football"", ""boardgame"", ""coding"", ""gaming""]",ISFJ,2025-08-28 11:18:51,2025-08-28 11:18:51
1602,1602,late,occasionally,occasionally,weekly,low_carb,love,frugal,conservative,"[""roadtrip""]","[""boardgame"", ""travel"", ""music""]",ESFJ,2025-08-01 11:18:51,2025-08-01 11:18:51
1603,1603,early,never,occasionally,none,normal,love,frugal,aggressive,"[""museum"", ""sea"", ""citywalk""]","[""running"", ""reading"", ""boardgame"", ""travel""]",ISFJ,2025-07-31 11:18:51,2025-07-31 11:18:51
1604,1604,normal,often,occasionally,daily,keto,ok,balanced,conservative,"[""roadtrip"", ""desert"", ""museum""]","[""reading"", ""gaming"", ""basketball"", ""cooking"", ""football""]",ENFP,2025-08-15 11:18:51,2025-08-15 11:18:51
1605,1605,late,often,never,daily,low_carb,allergic,luxury,balanced,"[""museum"", ""sea"", ""roadtrip""]","[""football"", ""hiking"", ""photography""]",ISTP,2025-08-09 11:18:51,2025-08-09 11:18:51
1606,1606,early,often,never,none,halal,allergic,luxury,aggressive,"[""museum"", ""sea"", ""roadtrip""]","[""yoga"", ""music"", ""coding"", ""reading""]",,2025-09-01 11:18:51,2025-09-01 11:18:51
1607,1607,normal,occasionally,occasionally,none,keto,reject,frugal,aggressive,"[""roadtrip""]","[""travel"", ""photography"", ""music"", ""basketball"", ""gaming"", ""boardgame""]",ISTP,2025-08-31 11:18:51,2025-08-31 11:18:51
1608,1608,early,never,often,daily,vegan,ok,balanced,conservative,"[""mountain"", ""sea""]","[""travel"", ""yoga""]",ENTP,2025-08-10 11:18:51,2025-08-10 11:18:51
1609,1609,normal,often,never,daily,vegetarian,love,frugal,balanced,"[""mountain""]","[""basketball"", ""coding"", ""football""]",ENFP,2025-08-16 11:18:51,2025-08-16 11:18:51
1610,1610,early,often,occasionally,daily,halal,allergic,balanced,balanced,"[""museum""]","[""coding"", ""photography"", ""hiking"", ""cooking"", ""reading""]",ESFJ,2025-06-22 11:18:51,2025-06-22 11:18:51
1611,1611,late,occasionally,often,3+weekly,vegan,ok,luxury,aggressive,"[""museum"", ""island"", ""citywalk""]","[""coding"", ""football"", ""cooking"", ""travel""]",ENTP,2025-08-13 11:18:51,2025-08-13 11:18:51
1612,1612,normal,often,never,3+weekly,keto,ok,frugal,balanced,"[""citywalk"", ""museum"", ""sea""]","[""running"", ""gaming"", ""cooking""]",ISFJ,2025-09-03 11:18:51,2025-09-03 11:18:51
1613,1613,early,never,often,weekly,halal,allergic,balanced,conservative,"[""mountain"", ""roadtrip"", ""museum""]","[""coding"", ""gaming"", ""football""]",ISTP,2025-07-11 11:18:51,2025-07-11 11:18:51
1614,1614,early,occasionally,often,weekly,low_carb,reject,balanced,conservative,"[""mountain""]","[""gaming"", ""music"", ""movie"", ""running"", ""reading"", ""cooking""]",INTJ,2025-07-16 11:18:51,2025-07-16 11:18:51
1615,1615,normal,never,often,none,vegan,love,frugal,balanced,"[""roadtrip""]","[""basketball"", ""travel"", ""gaming""]",ENTP,2025-07-26 11:18:51,2025-07-26 11:18:51
1616,1616,normal,often,occasionally,weekly,vegetarian,ok,luxury,balanced,"[""island""]","[""movie"", ""boardgame"", ""hiking"", ""yoga""]",ENTP,2025-06-14 11:18:51,2025-06-14 11:18:51
1617,1617,normal,occasionally,never,none,vegan,reject,luxury,balanced,"[""citywalk"", ""sea""]","[""photography"", ""cooking"", ""gaming"", ""yoga""]",ISFJ,2025-09-09 11:18:51,2025-09-09 11:18:51
1618,1618,normal,never,occasionally,3+weekly,vegan,reject,balanced,aggressive,"[""desert""]","[""music"", ""gaming""]",ENTP,2025-06-28 11:18:51,2025-06-28 11:18:51
1619,1619,early,often,often,weekly,vegan,allergic,luxury,conservative,"[""desert"", ""mountain"", ""island""]","[""travel"", ""coding"", ""reading"", ""boardgame""]",ESFJ,2025-07-15 11:18:51,2025-07-15 11:18:51
1620,1620,early,occasionally,never,weekly,low_carb,reject,frugal,conservative,"[""island""]","[""coding"", ""movie"", ""running"", ""cooking"", ""music"", ""gaming""]",ENFP,2025-06-20 11:18:51,2025-06-20 11:18:51
1621,1621,early,occasionally,occasionally,weekly,vegan,reject,balanced,aggressive,"[""citywalk"", ""roadtrip"", ""island""]","[""travel"", ""basketball"", ""reading"", ""running""]",ESFJ,2025-06-28 11:18:51,2025-06-28 11:18:51
1622,1622,normal,occasionally,never,daily,halal,allergic,luxury,conservative,"[""sea""]","[""cooking"", ""gaming"", ""football"", ""hiking""]",ISTP,2025-08-12 11:18:51,2025-08-12 11:18:51
1623,1623,early,never,often,3+weekly,normal,love,luxury,aggressive,"[""roadtrip"", ""citywalk""]","[""running"", ""movie"", ""cooking"", ""football"", ""photography"", ""yoga""]",ENFP,2025-07-04 11:18:51,2025-07-04 11:18:51
1624,1624,normal,never,occasionally,daily,keto,allergic,balanced,aggressive,"[""sea"", ""desert"", ""museum""]","[""hiking"", ""coding"", ""music"", ""photography""]",INTJ,2025-08-29 11:18:51,2025-08-29 11:18:51
1625,1625,late,never,never,none,low_carb,love,balanced,conservative,"[""mountain"", ""museum""]","[""running"", ""travel""]",ENFP,2025-06-26 11:18:51,2025-06-26 11:18:51
1626,1626,early,often,often,none,halal,allergic,balanced,aggressive,"[""museum""]","[""coding"", ""boardgame"", ""gaming"", ""movie"", ""yoga""]",ISFJ,2025-08-29 11:18:51,2025-08-29 11:18:51
1627,1627,early,often,often,3+weekly,low_carb,allergic,balanced,balanced,"[""citywalk"", ""desert""]","[""reading"", ""basketball"", ""running"", ""music"", ""boardgame""]",ISTP,2025-06-19 11:18:51,2025-06-19 11:18:51
1628,1628,late,occasionally,occasionally,3+weekly,halal,allergic,balanced,conservative,"[""museum"", ""sea"", ""desert""]","[""football"", ""reading""]",ISFJ,2025-06-29 11:18:51,2025-06-29 11:18:51
1629,1629,normal,never,never,3+weekly,vegan,ok,luxury,aggressive,"[""roadtrip""]","[""reading"", ""yoga"", ""hiking"", ""gaming"", ""travel"", ""football""]",ENFP,2025-07-09 11:18:51,2025-07-09 11:18:51
1630,1630,normal,often,never,daily,vegan,reject,frugal,balanced,"[""roadtrip"", ""museum"", ""sea""]","[""coding"", ""photography"", ""reading"", ""cooking""]",INTJ,2025-08-31 11:18:51,2025-08-31 11:18:51
1631,1631,early,often,occasionally,none,vegan,ok,luxury,balanced,"[""citywalk"", ""museum"", ""mountain""]","[""football"", ""coding"", ""travel""]",,2025-09-07 11:18:51,2025-09-07 11:18:51
1632,1632,early,never,never,daily,normal,reject,frugal,conservative,"[""mountain""]","[""movie"", ""reading""]",ISTP,2025-06-24 11:18:51,2025-06-24 11:18:51
1633,1633,early,occasionally,never,none,keto,reject,frugal,conservative,"[""desert"", ""island"", ""museum""]","[""yoga"", ""movie"", ""hiking"", ""boardgame""]",,2025-08-14 11:18:51,2025-08-14 11:18:51
1634,1634,early,occasionally,never,daily,keto,allergic,frugal,aggressive,"[""island""]","[""gaming"", ""yoga"", ""movie"", ""football""]",ENFP,2025-07-25 11:18:51,2025-07-25 11:18:51
1635,1635,normal,occasionally,often,daily,low_carb,allergic,balanced,balanced,"[""mountain""]","[""running"", ""coding"", ""photography"", ""gaming"", ""reading""]",,2025-07-24 11:18:51,2025-07-24 11:18:51
1636,1636,normal,occasionally,never,weekly,low_carb,ok,luxury,balanced,"[""roadtrip""]","[""basketball"", ""music""]",ESFJ,2025-07-21 11:18:51,2025-07-21 11:18:51
1637,1637,early,often,occasionally,none,halal,love,balanced,balanced,"[""citywalk""]","[""movie"", ""travel"", ""running"", ""yoga"", ""boardgame"", ""music""]",ENFP,2025-08-07 11:18:51,2025-08-07 11:18:51
1638,1638,normal,often,occasionally,daily,halal,allergic,luxury,balanced,"[""citywalk"", ""mountain""]","[""football"", ""cooking"", ""reading"", ""basketball"", ""travel"", ""music""]",ISFJ,2025-06-16 11:18:51,2025-06-16 11:18:51
1639,1639,normal,often,often,3+weekly,vegan,ok,frugal,balanced,"[""island"", ""roadtrip"", ""desert""]","[""boardgame"", ""photography"", ""coding"", ""football"", ""reading""]",ENTP,2025-07-28 11:18:51,2025-07-28 11:18:51
1640,1640,early,never,often,weekly,keto,love,luxury,aggressive,"[""desert"", ""museum""]","[""yoga"", ""running"", ""movie""]",ENFP,2025-07-20 11:18:51,2025-07-20 11:18:51
1641,1641,normal,occasionally,never,3+weekly,keto,ok,frugal,conservative,"[""desert""]","[""travel"", ""football"", ""gaming"", ""yoga"", ""hiking""]",ISFJ,2025-07-22 11:18:51,2025-07-22 11:18:51
1642,1642,normal,never,often,none,normal,love,balanced,balanced,"[""museum"", ""mountain"", ""roadtrip""]","[""running"", ""cooking"", ""coding""]",ISTP,2025-08-11 11:18:51,2025-08-11 11:18:51
1643,1643,early,never,often,weekly,normal,allergic,luxury,balanced,"[""island""]","[""music"", ""hiking""]",INTJ,2025-06-17 11:18:51,2025-06-17 11:18:51
1644,1644,early,occasionally,often,weekly,normal,allergic,luxury,conservative,"[""citywalk"", ""museum"", ""island""]","[""photography"", ""reading""]",INTJ,2025-08-14 11:18:51,2025-08-14 11:18:51
1645,1645,normal,never,never,3+weekly,low_carb,ok,luxury,conservative,"[""desert"", ""museum"", ""sea""]","[""photography"", ""running"", ""yoga"", ""music"", ""gaming""]",ESFJ,2025-06-20 11:18:51,2025-06-20 11:18:51
1646,1646,early,often,never,none,vegetarian,reject,frugal,aggressive,"[""roadtrip""]","[""photography"", ""music""]",ENTP,2025-08-25 11:18:51,2025-08-25 11:18:51
1647,1647,late,occasionally,never,3+weekly,vegan,allergic,frugal,balanced,"[""citywalk"", ""mountain""]","[""gaming"", ""hiking"", ""boardgame""]",INTJ,2025-07-25 11:18:51,2025-07-25 11:18:51
1648,1648,early,often,often,daily,vegetarian,reject,balanced,aggressive,"[""citywalk"", ""museum"", ""desert""]","[""travel"", ""movie"", ""cooking"", ""gaming"", ""music"", ""reading""]",ISFJ,2025-07-15 11:18:51,2025-07-15 11:18:51
1649,1649,normal,occasionally,never,weekly,halal,love,balanced,aggressive,"[""roadtrip""]","[""hiking"", ""movie"", ""music"", ""coding"", ""gaming"", ""yoga""]",ENTP,2025-08-23 11:18:51,2025-08-23 11:18:51
1650,1650,early,never,never,3+weekly,keto,reject,balanced,conservative,"[""mountain"", ""museum"", ""sea""]","[""reading"", ""hiking"", ""yoga""]",ENFP,2025-09-10 11:18:51,2025-09-10 11:18:51
1651,1651,normal,never,often,none,normal,allergic,frugal,aggressive,"[""island""]","[""music"", ""travel"", ""basketball"", ""coding"", ""boardgame"", ""reading""]",,2025-06-20 11:18:51,2025-06-20 11:18:51
1652,1652,late,occasionally,often,none,normal,love,balanced,conservative,"[""citywalk"", ""sea""]","[""cooking"", ""travel"", ""basketball"", ""reading"", ""coding"", ""music""]",ISTP,2025-08-07 11:18:51,2025-08-07 11:18:51
1653,1653,early,often,never,3+weekly,normal,ok,balanced,aggressive,"[""mountain"", ""sea"", ""desert""]","[""football"", ""hiking"", ""coding"", ""photography""]",ENFP,2025-07-02 11:18:51,2025-07-02 11:18:51
1654,1654,normal,often,occasionally,none,low_carb,ok,frugal,conservative,"[""desert"", ""mountain""]","[""coding"", ""movie"", ""travel"", ""music"", ""gaming""]",ISTP,2025-07-12 11:18:51,2025-07-12 11:18:51
1655,1655,late,occasionally,never,daily,low_carb,ok,frugal,conservative,"[""roadtrip"", ""sea""]","[""photography"", ""coding"", ""basketball"", ""football""]",ENFP,2025-07-19 11:18:51,2025-07-19 11:18:51
1656,1656,normal,often,occasionally,daily,vegan,reject,frugal,balanced,"[""desert"", ""museum"", ""island""]","[""reading"", ""photography"", ""boardgame""]",ISTP,2025-08-21 11:18:51,2025-08-21 11:18:51
1657,1657,normal,never,occasionally,daily,normal,love,balanced,conservative,"[""roadtrip"", ""island""]","[""reading"", ""boardgame"", ""photography""]",ESFJ,2025-06-12 11:18:51,2025-06-12 11:18:51
1658,1658,early,never,often,none,normal,love,frugal,conservative,"[""desert""]","[""basketball"", ""coding""]",ISTP,2025-09-05 11:18:51,2025-09-05 11:18:51
1659,1659,normal,occasionally,occasionally,weekly,halal,ok,balanced,balanced,"[""citywalk"", ""sea"", ""roadtrip""]","[""music"", ""boardgame""]",ENTP,2025-08-09 11:18:51,2025-08-09 11:18:51
1660,1660,late,occasionally,often,daily,vegetarian,allergic,luxury,aggressive,"[""roadtrip""]","[""cooking"", ""gaming"", ""boardgame"", ""hiking""]",ENTP,2025-08-02 11:18:51,2025-08-02 11:18:51
1661,1661,normal,occasionally,never,weekly,normal,love,frugal,balanced,"[""sea"", ""island"", ""museum""]","[""running"", ""boardgame"", ""football"", ""hiking""]",,2025-06-13 11:18:51,2025-06-13 11:18:51
1662,1662,early,often,never,none,halal,love,balanced,balanced,"[""desert"", ""citywalk""]","[""hiking"", ""cooking"", ""music""]",ISTP,2025-06-15 11:18:51,2025-06-15 11:18:51
1663,1663,normal,occasionally,never,weekly,normal,reject,balanced,aggressive,"[""citywalk""]","[""travel"", ""gaming"", ""cooking""]",ENTP,2025-09-08 11:18:51,2025-09-08 11:18:51
1664,1664,early,occasionally,never,3+weekly,keto,love,balanced,conservative,"[""island"", ""mountain"", ""desert""]","[""yoga"", ""reading"", ""basketball"", ""hiking"", ""music"", ""cooking""]",ENFP,2025-08-24 11:18:51,2025-08-24 11:18:51
1665,1665,late,often,never,none,halal,reject,balanced,aggressive,"[""desert"", ""sea"", ""roadtrip""]","[""running"", ""coding"", ""football"", ""movie""]",ENFP,2025-07-09 11:18:51,2025-07-09 11:18:51
1666,1666,early,never,often,3+weekly,normal,reject,balanced,balanced,"[""sea"", ""island""]","[""movie"", ""football"", ""photography"", ""running"", ""boardgame"", ""travel""]",ENTP,2025-06-27 11:18:51,2025-06-27 11:18:51
1667,1667,late,occasionally,occasionally,none,normal,reject,balanced,conservative,"[""sea"", ""roadtrip""]","[""hiking"", ""boardgame"", ""photography"", ""travel"", ""cooking""]",ENFP,2025-07-18 11:18:51,2025-07-18 11:18:51
1668,1668,normal,often,never,none,halal,love,frugal,balanced,"[""museum""]","[""gaming"", ""yoga"", ""basketball"", ""boardgame"", ""cooking"", ""photography""]",ISFJ,2025-06-27 11:18:51,2025-06-27 11:18:51
